p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y
0.941362712429687,0.675611793546311,0.907584534322265,0.730267725686569,1.0,0.75,0.941362712429687,0.675611793546311
1.0,0.75,0.907584534322265,0.730267725686569,0.947612712429687,0.819847315653656,1.0,0.75
0.83658813728906,0.660917162238999,0.853792267161133,0.740133862843285,0.790450849718747,0.720610737385376,0.83658813728906,0.660917162238999
0.790450849718747,0.720610737385376,0.853792267161133,0.740133862843285,0.8,0.75,0.790450849718747,0.720610737385376
0.8,0.75,0.853792267161133,0.740133862843285,0.873806356214844,0.784923657826828,0.8,0.75
0.873806356214844,0.784923657826828,0.853792267161133,0.740133862843285,0.907584534322265,0.730267725686569,0.873806356214844,0.784923657826828
0.907584534322265,0.730267725686569,0.853792267161133,0.740133862843285,0.83658813728906,0.660917162238999,0.907584534322265,0.730267725686569
-0.592274575140626,0.697805368692688,-0.65091186271094,0.709208053039032,-0.667274575140626,0.612014477892655,-0.592274575140626,0.697805368692688
-0.709549150281253,0.720610737385376,-0.65091186271094,0.709208053039032,-0.7,0.75,-0.709549150281253,0.720610737385376
-0.7,0.75,-0.65091186271094,0.709208053039032,-0.649262287570313,0.771875,-0.7,0.75
-0.649262287570313,0.771875,-0.65091186271094,0.709208053039032,-0.592274575140626,0.697805368692688,-0.649262287570313,0.771875
0.592274575140626,-0.697805368692688,0.65091186271094,-0.709208053039032,0.667274575140626,-0.612014477892655,0.592274575140626,-0.697805368692688
0.709549150281253,-0.720610737385376,0.65091186271094,-0.709208053039032,0.7,-0.75,0.709549150281253,-0.720610737385376
0.7,-0.75,0.65091186271094,-0.709208053039032,0.649262287570313,-0.771875,0.7,-0.75
0.649262287570313,-0.771875,0.65091186271094,-0.709208053039032,0.592274575140626,-0.697805368692688,0.649262287570313,-0.771875
-0.552615253248048,-0.721517197606102,-0.605371397033205,-0.724884958659775,-0.611138557979494,-0.782570463083568,-0.552615253248048,-0.721517197606102
-0.678071184603518,-0.666746224125618,-0.605371397033205,-0.724884958659775,-0.599604236086916,-0.667199454235981,-0.678071184603518,-0.666746224125618
-0.599604236086916,-0.667199454235981,-0.605371397033205,-0.724884958659775,-0.552615253248048,-0.721517197606102,-0.599604236086916,-0.667199454235981
0.458637287570313,0.830152684346344,0.604888557979494,0.778029572283535,0.552615253248048,0.721517197606102,0.458637287570313,0.830152684346344
0.65716186271094,0.834541946960968,0.604888557979494,0.778029572283535,0.604774575140626,0.889694631307312,0.65716186271094,0.834541946960968
0.604774575140626,0.889694631307312,0.604888557979494,0.778029572283535,0.458637287570313,0.830152684346344,0.604774575140626,0.889694631307312
0.604888557979494,0.778029572283535,0.602246397033205,0.722614513259758,0.552615253248048,0.721517197606102,0.604888557979494,0.778029572283535
0.552615253248048,0.721517197606102,0.602246397033205,0.722614513259758,0.599604236086916,0.667199454235981,0.552615253248048,0.721517197606102
0.599604236086916,0.667199454235981,0.602246397033205,0.722614513259758,0.678071184603518,0.666746224125618,0.599604236086916,0.667199454235981
-0.667274575140626,0.612014477892655,-0.70091186271094,0.657230826038948,-0.73841186271094,0.614335380638932,-0.667274575140626,0.612014477892655
-0.734549150281253,0.702447174185242,-0.70091186271094,0.657230826038948,-0.709549150281253,0.720610737385376,-0.734549150281253,0.702447174185242
-0.709549150281253,0.720610737385376,-0.70091186271094,0.657230826038948,-0.65091186271094,0.709208053039032,-0.709549150281253,0.720610737385376
-0.65091186271094,0.709208053039032,-0.70091186271094,0.657230826038948,-0.667274575140626,0.612014477892655,-0.65091186271094,0.709208053039032
0.667274575140626,-0.612014477892655,0.70091186271094,-0.657230826038948,0.73841186271094,-0.614335380638932,0.667274575140626,-0.612014477892655
0.73841186271094,-0.614335380638932,0.70091186271094,-0.657230826038948,0.734549150281253,-0.702447174185242,0.73841186271094,-0.614335380638932
0.734549150281253,-0.702447174185242,0.70091186271094,-0.657230826038948,0.709549150281253,-0.720610737385376,0.734549150281253,-0.702447174185242
0.709549150281253,-0.720610737385376,0.70091186271094,-0.657230826038948,0.65091186271094,-0.709208053039032,0.709549150281253,-0.720610737385376
0.65091186271094,-0.709208053039032,0.70091186271094,-0.657230826038948,0.667274575140626,-0.612014477892655,0.65091186271094,-0.709208053039032
0.947612712429687,0.819847315653656,1.0,0.875,0.895225424859374,0.889694631307312,0.947612712429687,0.819847315653656
0.895225424859374,0.889694631307312,1.0,0.875,1.0,1.0,0.895225424859374,0.889694631307312
1.0,0.75,1.0,0.875,0.947612712429687,0.819847315653656,1.0,0.75
0.709549150281253,0.779389262614624,0.652444278989747,0.764014786141767,0.7,0.75,0.709549150281253,0.779389262614624
0.7,0.75,0.652444278989747,0.764014786141767,0.709549150281253,0.720610737385376,0.7,0.75
0.709549150281253,0.720610737385376,0.652444278989747,0.764014786141767,0.678071184603518,0.666746224125618,0.709549150281253,0.720610737385376
0.678071184603518,0.666746224125618,0.652444278989747,0.764014786141767,0.602246397033205,0.722614513259758,0.678071184603518,0.666746224125618
0.602246397033205,0.722614513259758,0.652444278989747,0.764014786141767,0.604888557979494,0.778029572283535,0.602246397033205,0.722614513259758
0.604888557979494,0.778029572283535,0.652444278989747,0.764014786141767,0.65716186271094,0.834541946960968,0.604888557979494,0.778029572283535
0.65716186271094,0.834541946960968,0.652444278989747,0.764014786141767,0.709549150281253,0.779389262614624,0.65716186271094,0.834541946960968
-0.709549150281253,-0.779389262614624,-0.655569278989747,-0.766285231541784,-0.7,-0.75,-0.709549150281253,-0.779389262614624
-0.7,-0.75,-0.655569278989747,-0.766285231541784,-0.709549150281253,-0.720610737385376,-0.7,-0.75
-0.709549150281253,-0.720610737385376,-0.655569278989747,-0.766285231541784,-0.678071184603518,-0.666746224125618,-0.709549150281253,-0.720610737385376
-0.678071184603518,-0.666746224125618,-0.655569278989747,-0.766285231541784,-0.605371397033205,-0.724884958659775,-0.678071184603518,-0.666746224125618
-0.605371397033205,-0.724884958659775,-0.655569278989747,-0.766285231541784,-0.611138557979494,-0.782570463083568,-0.605371397033205,-0.724884958659775
-0.611138557979494,-0.782570463083568,-0.655569278989747,-0.766285231541784,-0.66966186271094,-0.843623728561035,-0.611138557979494,-0.782570463083568
-0.66966186271094,-0.843623728561035,-0.655569278989747,-0.766285231541784,-0.709549150281253,-0.779389262614624,-0.66966186271094,-0.843623728561035
-0.604774575140626,0.889694631307312,-0.625,1.0,-0.677387287570313,0.944847315653656,-0.604774575140626,0.889694631307312
-0.677387287570313,0.944847315653656,-0.625,1.0,-0.75,1.0,-0.677387287570313,0.944847315653656
-0.5,1.0,-0.625,1.0,-0.604774575140626,0.889694631307312,-0.5,1.0
-0.75,-1.0,-0.625,-1.0,-0.677387287570313,-0.944847315653656,-0.75,-1.0
-0.677387287570313,-0.944847315653656,-0.625,-1.0,-0.604774575140626,-0.889694631307312,-0.677387287570313,-0.944847315653656
-0.604774575140626,-0.889694631307312,-0.625,-1.0,-0.5,-1.0,-0.604774575140626,-0.889694631307312
0.75,-1.0,0.625,-1.0,0.677387287570313,-0.944847315653656,0.75,-1.0
0.677387287570313,-0.944847315653656,0.625,-1.0,0.604774575140626,-0.889694631307312,0.677387287570313,-0.944847315653656
0.604774575140626,-0.889694631307312,0.625,-1.0,0.5,-1.0,0.604774575140626,-0.889694631307312
0.75,1.0,0.875,1.0,0.822612712429687,0.944847315653656,0.75,1.0
0.822612712429687,0.944847315653656,0.875,1.0,0.895225424859374,0.889694631307312,0.822612712429687,0.944847315653656
0.895225424859374,0.889694631307312,0.875,1.0,1.0,1.0,0.895225424859374,0.889694631307312
0.765450849718747,-0.797552825814758,0.75,-0.779389262614624,0.790450849718747,-0.779389262614624,0.765450849718747,-0.797552825814758
0.790450849718747,-0.779389262614624,0.75,-0.779389262614624,0.8,-0.75,0.790450849718747,-0.779389262614624
0.8,-0.75,0.75,-0.779389262614624,0.790450849718747,-0.720610737385376,0.8,-0.75
0.790450849718747,-0.720610737385376,0.75,-0.779389262614624,0.765450849718747,-0.702447174185242,0.790450849718747,-0.720610737385376
0.765450849718747,-0.702447174185242,0.75,-0.779389262614624,0.734549150281253,-0.702447174185242,0.765450849718747,-0.702447174185242
0.734549150281253,-0.702447174185242,0.75,-0.779389262614624,0.709549150281253,-0.720610737385376,0.734549150281253,-0.702447174185242
0.709549150281253,-0.720610737385376,0.75,-0.779389262614624,0.7,-0.75,0.709549150281253,-0.720610737385376
0.7,-0.75,0.75,-0.779389262614624,0.709549150281253,-0.779389262614624,0.7,-0.75
0.709549150281253,-0.779389262614624,0.75,-0.779389262614624,0.734549150281253,-0.797552825814758,0.709549150281253,-0.779389262614624
0.734549150281253,-0.797552825814758,0.75,-0.779389262614624,0.765450849718747,-0.797552825814758,0.734549150281253,-0.797552825814758
0.765450849718747,0.702447174185242,0.75,0.75,0.790450849718747,0.720610737385376,0.765450849718747,0.702447174185242
0.790450849718747,0.720610737385376,0.75,0.75,0.8,0.75,0.790450849718747,0.720610737385376
0.8,0.75,0.75,0.75,0.790450849718747,0.779389262614624,0.8,0.75
0.790450849718747,0.779389262614624,0.75,0.75,0.765450849718747,0.797552825814758,0.790450849718747,0.779389262614624
0.765450849718747,0.797552825814758,0.75,0.75,0.734549150281253,0.797552825814758,0.765450849718747,0.797552825814758
0.734549150281253,0.797552825814758,0.75,0.75,0.709549150281253,0.779389262614624,0.734549150281253,0.797552825814758
0.709549150281253,0.779389262614624,0.75,0.75,0.7,0.75,0.709549150281253,0.779389262614624
0.7,0.75,0.75,0.75,0.709549150281253,0.720610737385376,0.7,0.75
0.709549150281253,0.720610737385376,0.75,0.75,0.734549150281253,0.702447174185242,0.709549150281253,0.720610737385376
0.734549150281253,0.702447174185242,0.75,0.75,0.765450849718747,0.702447174185242,0.734549150281253,0.702447174185242
-0.734549150281253,0.702447174185242,-0.75,0.75,-0.709549150281253,0.720610737385376,-0.734549150281253,0.702447174185242
-0.709549150281253,0.720610737385376,-0.75,0.75,-0.7,0.75,-0.709549150281253,0.720610737385376
-0.7,0.75,-0.75,0.75,-0.709549150281253,0.779389262614624,-0.7,0.75
-0.709549150281253,0.779389262614624,-0.75,0.75,-0.734549150281253,0.797552825814758,-0.709549150281253,0.779389262614624
-0.734549150281253,0.797552825814758,-0.75,0.75,-0.765450849718747,0.797552825814758,-0.734549150281253,0.797552825814758
-0.765450849718747,0.797552825814758,-0.75,0.75,-0.790450849718747,0.779389262614624,-0.765450849718747,0.797552825814758
-0.790450849718747,0.779389262614624,-0.75,0.75,-0.8,0.75,-0.790450849718747,0.779389262614624
-0.8,0.75,-0.75,0.75,-0.790450849718747,0.720610737385376,-0.8,0.75
-0.790450849718747,0.720610737385376,-0.75,0.75,-0.765450849718747,0.702447174185242,-0.790450849718747,0.720610737385376
-0.765450849718747,0.702447174185242,-0.75,0.75,-0.734549150281253,0.702447174185242,-0.765450849718747,0.702447174185242
-0.7,-0.75,-0.722049150281253,-0.740918218399933,-0.709549150281253,-0.779389262614624,-0.7,-0.75
-0.709549150281253,-0.779389262614624,-0.722049150281253,-0.740918218399933,-0.734549150281253,-0.797552825814758,-0.709549150281253,-0.779389262614624
-0.734549150281253,-0.797552825814758,-0.722049150281253,-0.740918218399933,-0.765450849718747,-0.797552825814758,-0.734549150281253,-0.797552825814758
-0.765450849718747,-0.797552825814758,-0.722049150281253,-0.740918218399933,-0.790450849718747,-0.779389262614624,-0.765450849718747,-0.797552825814758
-0.790450849718747,-0.779389262614624,-0.722049150281253,-0.740918218399933,-0.8,-0.75,-0.790450849718747,-0.779389262614624
-0.8,-0.75,-0.722049150281253,-0.740918218399933,-0.790450849718747,-0.720610737385376,-0.8,-0.75
-0.790450849718747,-0.720610737385376,-0.722049150281253,-0.740918218399933,-0.765450849718747,-0.702447174185242,-0.790450849718747,-0.720610737385376
-0.765450849718747,-0.702447174185242,-0.722049150281253,-0.740918218399933,-0.734549150281253,-0.702447174185242,-0.765450849718747,-0.702447174185242
-0.734549150281253,-0.702447174185242,-0.722049150281253,-0.740918218399933,-0.709549150281253,-0.720610737385376,-0.734549150281253,-0.702447174185242
-0.709549150281253,-0.720610737385376,-0.722049150281253,-0.740918218399933,-0.7,-0.75,-0.709549150281253,-0.720610737385376
0.941362712429687,-0.675611793546311,0.876817373375976,-0.757028080406694,0.870681356214844,-0.712805896773155,0.941362712429687,-0.675611793546311
0.870681356214844,-0.712805896773155,0.876817373375976,-0.757028080406694,0.8,-0.75,0.870681356214844,-0.712805896773155
0.882953390537108,-0.801250264040234,0.876817373375976,-0.757028080406694,1.0,-0.75,0.882953390537108,-0.801250264040234
1.0,-0.75,0.876817373375976,-0.757028080406694,0.941362712429687,-0.675611793546311,1.0,-0.75
-0.882725424859374,0.601223587092621,-1.0,0.625,-0.941362712429687,0.675611793546311,-0.882725424859374,0.601223587092621
-0.941362712429687,0.675611793546311,-1.0,0.625,-1.0,0.75,-0.941362712429687,0.675611793546311
-1.0,0.5,-1.0,0.625,-0.882725424859374,0.601223587092621,-1.0,0.5
1.0,-0.75,1.0,-0.625,0.941362712429687,-0.675611793546311,1.0,-0.75
0.941362712429687,-0.675611793546311,1.0,-0.625,0.882725424859374,-0.601223587092621,0.941362712429687,-0.675611793546311
0.882725424859374,-0.601223587092621,1.0,-0.625,1.0,-0.5,0.882725424859374,-0.601223587092621
1.0,0.75,1.0,0.625,0.941362712429687,0.675611793546311,1.0,0.75
0.941362712429687,0.675611793546311,1.0,0.625,0.882725424859374,0.601223587092621,0.941362712429687,0.675611793546311
0.882725424859374,0.601223587092621,1.0,0.625,1.0,0.5,0.882725424859374,0.601223587092621
-0.882725424859374,-0.601223587092621,-1.0,-0.625,-0.941362712429687,-0.675611793546311,-0.882725424859374,-0.601223587092621
-0.941362712429687,-0.675611793546311,-1.0,-0.625,-1.0,-0.75,-0.941362712429687,-0.675611793546311
-1.0,-0.5,-1.0,-0.625,-0.882725424859374,-0.601223587092621,-1.0,-0.5
0.79016906864453,-0.921811864280517,0.780126801483398,-0.863170762490906,0.729915465677735,-0.882717796420776,0.79016906864453,-0.921811864280517
0.729915465677735,-0.882717796420776,0.780126801483398,-0.863170762490906,0.734549150281253,-0.797552825814758,0.729915465677735,-0.882717796420776
0.734549150281253,-0.797552825814758,0.780126801483398,-0.863170762490906,0.765450849718747,-0.797552825814758,0.734549150281253,-0.797552825814758
0.765450849718747,-0.797552825814758,0.780126801483398,-0.863170762490906,0.83033813728906,-0.843623728561035,0.765450849718747,-0.797552825814758
0.83033813728906,-0.843623728561035,0.780126801483398,-0.863170762490906,0.79016906864453,-0.921811864280517,0.83033813728906,-0.843623728561035
-0.79016906864453,-0.921811864280517,-0.780126801483398,-0.863170762490905,-0.729915465677735,-0.882717796420776,-0.79016906864453,-0.921811864280517
-0.729915465677735,-0.882717796420776,-0.780126801483398,-0.863170762490905,-0.734549150281253,-0.797552825814758,-0.729915465677735,-0.882717796420776
-0.734549150281253,-0.797552825814758,-0.780126801483398,-0.863170762490905,-0.765450849718747,-0.797552825814758,-0.734549150281253,-0.797552825814758
-0.765450849718747,-0.797552825814758,-0.780126801483398,-0.863170762490905,-0.83033813728906,-0.843623728561035,-0.765450849718747,-0.797552825814758
-0.83033813728906,-0.843623728561035,-0.780126801483398,-0.863170762490905,-0.79016906864453,-0.921811864280517,-0.83033813728906,-0.843623728561035
-0.73841186271094,0.614335380638932,-0.78125,0.633085380638932,-0.742274575140626,0.526223587092621,-0.73841186271094,0.614335380638932
-0.742274575140626,0.526223587092621,-0.78125,0.633085380638932,-0.882725424859374,0.601223587092621,-0.742274575140626,0.526223587092621
-0.882725424859374,0.601223587092621,-0.78125,0.633085380638932,-0.82408813728906,0.651835380638932,-0.882725424859374,0.601223587092621
-0.82408813728906,0.651835380638932,-0.78125,0.633085380638932,-0.765450849718747,0.702447174185242,-0.82408813728906,0.651835380638932
-0.765450849718747,0.702447174185242,-0.78125,0.633085380638932,-0.734549150281253,0.702447174185242,-0.765450849718747,0.702447174185242
-0.734549150281253,0.702447174185242,-0.78125,0.633085380638932,-0.70091186271094,0.657230826038948,-0.734549150281253,0.702447174185242
-0.70091186271094,0.657230826038948,-0.78125,0.633085380638932,-0.73841186271094,0.614335380638932,-0.70091186271094,0.657230826038948
0.73841186271094,-0.614335380638932,0.7875,-0.637626271438965,0.734549150281253,-0.702447174185242,0.73841186271094,-0.614335380638932
0.734549150281253,-0.702447174185242,0.7875,-0.637626271438965,0.765450849718747,-0.702447174185242,0.734549150281253,-0.702447174185242
0.765450849718747,-0.702447174185242,0.7875,-0.637626271438965,0.83658813728906,-0.660917162238999,0.765450849718747,-0.702447174185242
0.83658813728906,-0.660917162238999,0.7875,-0.637626271438965,0.882725424859374,-0.601223587092621,0.83658813728906,-0.660917162238999
0.882725424859374,-0.601223587092621,0.7875,-0.637626271438965,0.742274575140626,-0.526223587092621,0.882725424859374,-0.601223587092621
0.742274575140626,-0.526223587092621,0.7875,-0.637626271438965,0.73841186271094,-0.614335380638932,0.742274575140626,-0.526223587092621
0.882953390537108,-0.801250264040234,0.836702120127928,-0.790319763327429,0.83033813728906,-0.843623728561035,0.882953390537108,-0.801250264040234
0.83033813728906,-0.843623728561035,0.836702120127928,-0.790319763327429,0.790450849718747,-0.779389262614624,0.83033813728906,-0.843623728561035
0.790450849718747,-0.779389262614624,0.836702120127928,-0.790319763327429,0.8,-0.75,0.790450849718747,-0.779389262614624
0.8,-0.75,0.836702120127928,-0.790319763327429,0.876817373375976,-0.757028080406694,0.8,-0.75
0.876817373375976,-0.757028080406694,0.836702120127928,-0.790319763327429,0.882953390537108,-0.801250264040234,0.876817373375976,-0.757028080406694
0.5,-0.2,0.5,0.0,0.375,0.0,0.5,-0.2
0.375,0.0,0.5,0.0,0.5,0.2,0.375,0.0
0.5,0.2,0.5,0.0,0.75,0.1,0.5,0.2
0.75,0.1,0.5,0.0,0.75,-0.125,0.75,0.1
0.75,-0.125,0.5,0.0,0.5,-0.2,0.75,-0.125
-0.5,-0.2,-0.5,0.0,-0.375,0.0,-0.5,-0.2
-0.375,0.0,-0.5,0.0,-0.5,0.2,-0.375,0.0
-0.5,0.2,-0.5,0.0,-0.75,0.1,-0.5,0.2
-0.75,0.1,-0.5,0.0,-0.75,-0.125,-0.75,0.1
-0.75,-0.125,-0.5,0.0,-0.5,-0.2,-0.75,-0.125
