p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y
-0.734549150281253,-0.702447174185242,-0.733013557979494,-0.623346963195664,-0.765450849718747,-0.702447174185242,-0.734549150281253,-0.702447174185242
-0.765450849718747,-0.702447174185242,-0.733013557979494,-0.623346963195664,-0.82408813728906,-0.651835380638932,-0.765450849718747,-0.702447174185242
-0.82408813728906,-0.651835380638932,-0.733013557979494,-0.623346963195664,-0.807101695268554,-0.572735169649353,-0.82408813728906,-0.651835380638932
-0.807101695268554,-0.572735169649353,-0.733013557979494,-0.623346963195664,-0.731477965677735,-0.544246752206085,-0.807101695268554,-0.572735169649353
-0.731477965677735,-0.544246752206085,-0.733013557979494,-0.623346963195664,-0.646593218925783,-0.61288171086586,-0.731477965677735,-0.544246752206085
-1.0,-0.75,-0.870681356214844,-0.712805896773155,-0.941362712429687,-0.675611793546311,-1.0,-0.75
-0.941362712429687,-0.675611793546311,-0.870681356214844,-0.712805896773155,-0.882725424859374,-0.601223587092621,-0.941362712429687,-0.675611793546311
-0.882725424859374,-0.601223587092621,-0.870681356214844,-0.712805896773155,-0.82408813728906,-0.651835380638932,-0.882725424859374,-0.601223587092621
-0.82408813728906,-0.651835380638932,-0.870681356214844,-0.712805896773155,-0.790450849718747,-0.720610737385376,-0.82408813728906,-0.651835380638932
-0.790450849718747,-0.720610737385376,-0.870681356214844,-0.712805896773155,-0.8,-0.75,-0.790450849718747,-0.720610737385376
-1.0,0.75,-0.870681356214844,0.712805896773155,-0.941362712429687,0.675611793546311,-1.0,0.75
-0.941362712429687,0.675611793546311,-0.870681356214844,0.712805896773155,-0.882725424859374,0.601223587092621,-0.941362712429687,0.675611793546311
-0.882725424859374,0.601223587092621,-0.870681356214844,0.712805896773155,-0.82408813728906,0.651835380638932,-0.882725424859374,0.601223587092621
-0.82408813728906,0.651835380638932,-0.870681356214844,0.712805896773155,-0.790450849718747,0.720610737385376,-0.82408813728906,0.651835380638932
-0.790450849718747,0.720610737385376,-0.870681356214844,0.712805896773155,-0.8,0.75,-0.790450849718747,0.720610737385376
-0.475,0.675,-0.667274575140626,0.612014477892655,-0.592274575140626,0.697805368692688,-0.475,0.675
-0.73841186271094,0.614335380638932,-0.667274575140626,0.612014477892655,-0.742274575140626,0.526223587092621,-0.73841186271094,0.614335380638932
-0.742274575140626,0.526223587092621,-0.667274575140626,0.612014477892655,-0.5,0.475,-0.742274575140626,0.526223587092621
-0.5,0.475,-0.667274575140626,0.612014477892655,-0.475,0.675,-0.5,0.475
0.475,-0.675,0.667274575140626,-0.612014477892655,0.592274575140626,-0.697805368692688,0.475,-0.675
0.73841186271094,-0.614335380638932,0.667274575140626,-0.612014477892655,0.742274575140626,-0.526223587092621,0.73841186271094,-0.614335380638932
0.742274575140626,-0.526223587092621,0.667274575140626,-0.612014477892655,0.5,-0.475,0.742274575140626,-0.526223587092621
0.5,-0.475,0.667274575140626,-0.612014477892655,0.475,-0.675,0.5,-0.475
0.734549150281253,0.797552825814758,0.773209534322265,0.875906460220726,0.765450849718747,0.797552825814758,0.734549150281253,0.797552825814758
0.765450849718747,0.797552825814758,0.773209534322265,0.875906460220726,0.84283813728906,0.834541946960968,0.765450849718747,0.797552825814758
0.84283813728906,0.834541946960968,0.773209534322265,0.875906460220726,0.822612712429687,0.944847315653656,0.84283813728906,0.834541946960968
0.822612712429687,0.944847315653656,0.773209534322265,0.875906460220726,0.70358093135547,0.917270973480484,0.822612712429687,0.944847315653656
0.70358093135547,0.917270973480484,0.773209534322265,0.875906460220726,0.65716186271094,0.834541946960968,0.70358093135547,0.917270973480484
0.65716186271094,0.834541946960968,0.773209534322265,0.875906460220726,0.734549150281253,0.797552825814758,0.65716186271094,0.834541946960968
0.677387287570313,-0.944847315653656,0.729915465677735,-0.882717796420776,0.79016906864453,-0.921811864280517,0.677387287570313,-0.944847315653656
0.734549150281253,-0.797552825814758,0.729915465677735,-0.882717796420776,0.66966186271094,-0.843623728561035,0.734549150281253,-0.797552825814758
0.66966186271094,-0.843623728561035,0.729915465677735,-0.882717796420776,0.677387287570313,-0.944847315653656,0.66966186271094,-0.843623728561035
-0.677387287570313,-0.944847315653656,-0.729915465677735,-0.882717796420776,-0.79016906864453,-0.921811864280517,-0.677387287570313,-0.944847315653656
-0.734549150281253,-0.797552825814758,-0.729915465677735,-0.882717796420776,-0.66966186271094,-0.843623728561035,-0.734549150281253,-0.797552825814758
-0.66966186271094,-0.843623728561035,-0.729915465677735,-0.882717796420776,-0.677387287570313,-0.944847315653656,-0.66966186271094,-0.843623728561035
0.709549150281253,0.720610737385376,0.678071184603518,0.666746224125618,0.734549150281253,0.702447174185242,0.709549150281253,0.720610737385376
0.646593218925783,0.61288171086586,0.678071184603518,0.666746224125618,0.599604236086916,0.667199454235981,0.646593218925783,0.61288171086586
-0.458637287570313,-0.830152684346344,-0.611138557979494,-0.782570463083568,-0.552615253248048,-0.721517197606102,-0.458637287570313,-0.830152684346344
-0.66966186271094,-0.843623728561035,-0.611138557979494,-0.782570463083568,-0.604774575140626,-0.889694631307312,-0.66966186271094,-0.843623728561035
-0.604774575140626,-0.889694631307312,-0.611138557979494,-0.782570463083568,-0.458637287570313,-0.830152684346344,-0.604774575140626,-0.889694631307312
-0.646593218925783,-0.61288171086586,-0.678071184603518,-0.666746224125618,-0.599604236086916,-0.667199454235981,-0.646593218925783,-0.61288171086586
-0.709549150281253,-0.720610737385376,-0.678071184603518,-0.666746224125618,-0.734549150281253,-0.702447174185242,-0.709549150281253,-0.720610737385376
-0.734549150281253,-0.702447174185242,-0.678071184603518,-0.666746224125618,-0.733013557979494,-0.623346963195664,-0.734549150281253,-0.702447174185242
-0.733013557979494,-0.623346963195664,-0.678071184603518,-0.666746224125618,-0.646593218925783,-0.61288171086586,-0.733013557979494,-0.623346963195664
0.583637287570313,0.505152684346344,0.731477965677735,0.544246752206085,0.646593218925783,0.61288171086586,0.583637287570313,0.505152684346344
0.790906781074217,0.589029483865776,0.731477965677735,0.544246752206085,0.816362712429687,0.475611793546311,0.790906781074217,0.589029483865776
0.816362712429687,0.475611793546311,0.731477965677735,0.544246752206085,0.75,0.35,0.816362712429687,0.475611793546311
0.75,0.35,0.731477965677735,0.544246752206085,0.583637287570313,0.505152684346344,0.75,0.35
0.765450849718747,0.702447174185242,0.734488982838867,0.627887853995697,0.734549150281253,0.702447174185242,0.765450849718747,0.702447174185242
0.734549150281253,0.702447174185242,0.734488982838867,0.627887853995697,0.678071184603518,0.666746224125618,0.734549150281253,0.702447174185242
0.678071184603518,0.666746224125618,0.734488982838867,0.627887853995697,0.646593218925783,0.61288171086586,0.678071184603518,0.666746224125618
0.646593218925783,0.61288171086586,0.734488982838867,0.627887853995697,0.731477965677735,0.544246752206085,0.646593218925783,0.61288171086586
0.731477965677735,0.544246752206085,0.734488982838867,0.627887853995697,0.790906781074217,0.589029483865776,0.731477965677735,0.544246752206085
0.790906781074217,0.589029483865776,0.734488982838867,0.627887853995697,0.83658813728906,0.660917162238999,0.790906781074217,0.589029483865776
0.83658813728906,0.660917162238999,0.734488982838867,0.627887853995697,0.765450849718747,0.702447174185242,0.83658813728906,0.660917162238999
-0.790450849718747,-0.779389262614624,-0.850509746751952,-0.778214812667095,-0.83033813728906,-0.843623728561035,-0.790450849718747,-0.779389262614624
-0.83033813728906,-0.843623728561035,-0.850509746751952,-0.778214812667095,-0.895225424859374,-0.889694631307312,-0.83033813728906,-0.843623728561035
-0.895225424859374,-0.889694631307312,-0.850509746751952,-0.778214812667095,-1.0,-0.75,-0.895225424859374,-0.889694631307312
-1.0,-0.75,-0.850509746751952,-0.778214812667095,-0.870681356214844,-0.712805896773155,-1.0,-0.75
-0.870681356214844,-0.712805896773155,-0.850509746751952,-0.778214812667095,-0.8,-0.75,-0.870681356214844,-0.712805896773155
-0.8,-0.75,-0.850509746751952,-0.778214812667095,-0.790450849718747,-0.779389262614624,-0.8,-0.75
0.475,-0.675,0.598524575140626,-0.79375,0.4875,-0.8375,0.475,-0.675
0.4875,-0.8375,0.598524575140626,-0.79375,0.604774575140626,-0.889694631307312,0.4875,-0.8375
0.604774575140626,-0.889694631307312,0.598524575140626,-0.79375,0.66966186271094,-0.843623728561035,0.604774575140626,-0.889694631307312
0.592274575140626,-0.697805368692688,0.598524575140626,-0.79375,0.475,-0.675,0.592274575140626,-0.697805368692688
0.8,-0.75,0.870681356214844,-0.712805896773155,0.790450849718747,-0.720610737385376,0.8,-0.75
0.790450849718747,-0.720610737385376,0.870681356214844,-0.712805896773155,0.83658813728906,-0.660917162238999,0.790450849718747,-0.720610737385376
0.83658813728906,-0.660917162238999,0.870681356214844,-0.712805896773155,0.941362712429687,-0.675611793546311,0.83658813728906,-0.660917162238999
0.83033813728906,-0.843623728561035,0.882953390537108,-0.801250264040234,0.895225424859374,-0.889694631307312,0.83033813728906,-0.843623728561035
0.895225424859374,-0.889694631307312,0.882953390537108,-0.801250264040234,1.0,-0.75,0.895225424859374,-0.889694631307312
-0.475,0.675,-0.598524575140626,0.79375,-0.4875,0.8375,-0.475,0.675
-0.4875,0.8375,-0.598524575140626,0.79375,-0.604774575140626,0.889694631307312,-0.4875,0.8375
-0.604774575140626,0.889694631307312,-0.598524575140626,0.79375,-0.66966186271094,0.843623728561035,-0.604774575140626,0.889694631307312
-0.592274575140626,0.697805368692688,-0.598524575140626,0.79375,-0.475,0.675,-0.592274575140626,0.697805368692688
-0.83033813728906,0.843623728561035,-0.850509746751952,0.778214812667095,-0.790450849718747,0.779389262614624,-0.83033813728906,0.843623728561035
-0.790450849718747,0.779389262614624,-0.850509746751952,0.778214812667095,-0.8,0.75,-0.790450849718747,0.779389262614624
-0.8,0.75,-0.850509746751952,0.778214812667095,-0.870681356214844,0.712805896773155,-0.8,0.75
-0.870681356214844,0.712805896773155,-0.850509746751952,0.778214812667095,-1.0,0.75,-0.870681356214844,0.712805896773155
-1.0,0.75,-0.850509746751952,0.778214812667095,-0.895225424859374,0.889694631307312,-1.0,0.75
-0.895225424859374,0.889694631307312,-0.850509746751952,0.778214812667095,-0.83033813728906,0.843623728561035,-0.895225424859374,0.889694631307312
0.592274575140626,-0.697805368692688,0.649262287570313,-0.771875,0.598524575140626,-0.79375,0.592274575140626,-0.697805368692688
0.598524575140626,-0.79375,0.649262287570313,-0.771875,0.66966186271094,-0.843623728561035,0.598524575140626,-0.79375
0.66966186271094,-0.843623728561035,0.649262287570313,-0.771875,0.709549150281253,-0.779389262614624,0.66966186271094,-0.843623728561035
0.709549150281253,-0.779389262614624,0.649262287570313,-0.771875,0.7,-0.75,0.709549150281253,-0.779389262614624
-0.592274575140626,0.697805368692688,-0.649262287570313,0.771875,-0.598524575140626,0.79375,-0.592274575140626,0.697805368692688
-0.598524575140626,0.79375,-0.649262287570313,0.771875,-0.66966186271094,0.843623728561035,-0.598524575140626,0.79375
-0.66966186271094,0.843623728561035,-0.649262287570313,0.771875,-0.709549150281253,0.779389262614624,-0.66966186271094,0.843623728561035
-0.709549150281253,0.779389262614624,-0.649262287570313,0.771875,-0.7,0.75,-0.709549150281253,0.779389262614624
0.8,0.75,0.873806356214844,0.784923657826828,0.790450849718747,0.779389262614624,0.8,0.75
0.790450849718747,0.779389262614624,0.873806356214844,0.784923657826828,0.84283813728906,0.834541946960968,0.790450849718747,0.779389262614624
0.84283813728906,0.834541946960968,0.873806356214844,0.784923657826828,0.947612712429687,0.819847315653656,0.84283813728906,0.834541946960968
0.947612712429687,0.819847315653656,0.907584534322265,0.730267725686569,0.873806356214844,0.784923657826828,0.947612712429687,0.819847315653656
0.83658813728906,0.660917162238999,0.907584534322265,0.730267725686569,0.941362712429687,0.675611793546311,0.83658813728906,0.660917162238999
